SPECTRUM - MS
FTMS + p EI Full ms [40.0000-500.0000]
Scan #: 9042
RT: 13.2624916051041
Scan Number,m/z,Intensity,Relative,Segment Number,Flags
9042 - 9387,106.065851576863,1802.75903549719,0.00733518909427569,1,
9042 - 9387,119.084666964106,1772.51576105593,0.0072121331935765,1,
9042 - 9387,489.116720369694,1746.09215638439,0.00710461902612445,1,
9042 - 9387,107.08588569368,1723.14311196854,0.00701124238675747,1,
9042 - 9387,104.049378694167,1720.91632445127,0.00700218188161492,1,
9042 - 9387,67.0552083327525,1709.86054170787,0.0069571973576651,1,
9042 - 9387,193.048950554197,1645.8014862031,0.00669654949731554,1,
9042 - 9387,355.061599346181,1642.3189724686,0.00668237960757264,1,
9042 - 9387,153.070228606334,1625.56369325885,0.00661420458311797,1,
9042 - 9387,109.101499411312,1622.05317944584,0.00659992076474321,1,
9042 - 9387,93.0686212887118,1605.04521774207,0.00653071760849836,1,
9042 - 9387,77.0391350816833,1585.71652472213,0.00645207170216547,1,
9042 - 9387,70.0783825490003,1551.21015837859,0.00631166984195989,1,
9042 - 9387,55.054570747129,1542.04442232194,0.00627437566906164,1,
9042 - 9387,67.0544059011311,1530.93927893062,0.00622919030313615,1,
9042 - 9387,80.0489806444546,1461.12024539156,0.00594510585074714,1,
9042 - 9387,77.0398246810693,1441.271302014,0.00586434311422544,1,
9042 - 9387,95.0839038100453,1388.27725009536,0.0056487172962204,1,
9042 - 9387,105.031948377462,1374.73507280394,0.0055936159603098,1,
9042 - 9387,429.080380963256,1296.91619363806,0.00527698118963515,1,
9042 - 9387,83.0860020081803,1274.28855097261,0.00518491229166233,1,
9042 - 9387,84.198559899606,1267.42468255316,0.00515698411502667,1,
9042 - 9387,278.079130465242,1244.95482082302,0.00506555720690005,1,
9042 - 9387,50.0154578589561,1183.66806758586,0.00481618947936859,1,
9042 - 9387,92.0631843926485,1180.64509026445,0.00480388938277016,1,
9042 - 9387,94.0423369089266,1159.11477750467,0.00471628537566652,1,
9042 - 9387,105.035003286026,1157.23807076045,0.00470864930308426,1,
9042 - 9387,76.0318849471311,1123.62226263831,0.00457187100699612,1,
9042 - 9387,53.0387618878497,1120.97581359044,0.00456110295435447,1,
9042 - 9387,74.014139991377,1072.65374417226,0.00436448681784939,1,
9042 - 9387,76.0296030091363,1063.63823364008,0.00432780389282566,1,
9042 - 9387,57.0705736874018,1016.12742244539,0.00413448865919027,1,
9042 - 9387,156.093314121992,1005.41268186022,0.00409089179086746,1,
9042 - 9387,84.0669367800553,998.016753160123,0.00406079873102153,1,
9042 - 9387,121.050741935219,956.55403216676,0.00389209237988923,1,
9042 - 9387,225.030300711203,892.023170022405,0.00362952480045955,1,
9042 - 9387,116.060918462865,860.226230333201,0.00350014724048229,1,
9042 - 9387,225.033579382184,858.363089562434,0.0034925663660594,1,
9042 - 9387,85.0639176639118,858.294211503167,0.0034922861103074,1,
9042 - 9387,262.090008476659,853.958012372336,0.00347464268711617,1,
9042 - 9387,68.0619303672706,772.011750466682,0.00314121413964464,1,
9042 - 9387,71.0865005224062,745.407972705416,0.00303296687161907,1,
9042 - 9387,199.030156275916,732.063445265793,0.00297866974692521,1,
9042 - 9387,74.0161034147794,731.076300042212,0.00297465318301628,1,
9042 - 9387,121.10104882753,718.912722375771,0.00292516118741985,1,
9042 - 9387,103.039327353527,707.759745091857,0.00287978119168508,1,
9042 - 9387,327.034032950212,706.027172785731,0.00287273158314911,1,
9042 - 9387,209.022528884808,677.860614523204,0.0027581255670802,1,
9042 - 9387,84.0286829666135,676.35829978146,0.00275201284624906,1,
9042 - 9387,119.087322066427,662.454004838231,0.00269543810130371,1,
9042 - 9387,81.0683161473771,654.152935947672,0.00266166214522866,1,
9042 - 9387,62.0149707154701,637.205135066129,0.00259270377544633,1,
9042 - 9387,227.034536892247,632.376954208677,0.00257305854340288,1,
9042 - 9387,84.0269732115274,616.815863191404,0.00250974251343027,1,
9042 - 9387,103.05185114457,615.793742651932,0.00250558363956718,1,
9042 - 9387,207.101758963306,600.81629692993,0.00244464238543566,1,
9042 - 9387,142.078515505475,583.256414807031,0.0023731935376926,1,
9042 - 9387,147.116471219497,583.03273470399,0.00237228341281173,1,
9042 - 9387,83.8878305916712,557.345513143125,0.00226776549125626,1,
9042 - 9387,69.0293426445144,556.587857777268,0.00226468269135487,1,
9042 - 9387,57.0691784439481,546.705690631656,0.00222447345470872,1,
9042 - 9387,106.075992336388,539.885506297777,0.00219672302286411,1,
9042 - 9387,57.069596296167,526.241383462311,0.0021412068839609,1,
9042 - 9387,65.0376674431437,476.434706192026,0.00193855007362666,1,
9042 - 9387,194.108494391223,464.472967939113,0.00188987933602187,1,
9042 - 9387,71.0843581224274,443.533062463368,0.00180467761840103,1,
9042 - 9387,82.0791326737814,430.778596833776,0.00175278137750176,1,
9042 - 9387,75.0227947201414,417.616784323524,0.00169922769579217,1,
9042 - 9387,167.084842562654,402.839089479423,0.00163909920167588,1,
9042 - 9387,95.0476630876566,388.980631835847,0.00158271096266611,1,
9042 - 9387,143.083267916807,384.878364885131,0.00156601937870719,1,
9042 - 9387,107.048132369296,375.068745164173,0.00152610532797754,1,
9042 - 9387,84.0249566132834,368.714850421245,0.00150025216706874,1,
9042 - 9387,84.0306110850071,364.15006360971,0.00148167865070945,1,
9042 - 9387,135.115712079845,349.90617446894,0.00142372214169846,1,
9042 - 9387,139.053812717272,341.02355251246,0.001387579922788,1,
9042 - 9387,227.014315180474,339.903442549331,0.00138302234286514,1,
9042 - 9387,145.064476149156,329.129106403402,0.00133918298805426,1,
9042 - 9387,131.060871129678,294.087109594514,0.00119660171802706,1,
9042 - 9387,97.1020101841196,290.709203930096,0.00118285746474459,1,
9042 - 9387,145.103178227603,289.452769959593,0.00117774520038944,1,
9042 - 9387,84.0651766569947,280.090058738397,0.00113964956148802,1,
9042 - 9387,133.027630995401,276.17993088327,0.00112373976620456,1,
9042 - 9387,94.0761115468207,258.872534709777,0.00105331825053755,1,
9042 - 9387,226.034024683753,240.53900656594,0.000978721539023535,1,
9042 - 9387,154.076505855355,240.203921273188,0.00097735812109765,1,
9042 - 9387,106.079615156518,236.707865161946,0.000963133129207325,1,
9042 - 9387,80.0635320256772,232.10160628904,0.000944390868492137,1,
9042 - 9387,118.064885172721,229.948762788884,0.000935631231816861,1,
9042 - 9387,164.041967513292,224.123220801079,0.000911927868685244,1,
9042 - 9387,118.052513154411,217.695771542746,0.000885775424140302,1,
9042 - 9387,132.068269158579,211.769763327559,0.000861663277160746,1,
9042 - 9387,491.119275276664,209.966211784513,0.00085432486345763,1,
9042 - 9387,84.0921167381277,198.12518170308,0.000806145271505474,1,
9042 - 9387,143.071801308545,188.412768931294,0.000766626743049969,1,
9042 - 9387,79.0430616691241,187.211544452348,0.000761739118844937,1,
9042 - 9387,84.0532700222377,181.311357344374,0.000737732034550023,1,
9042 - 9387,84.0550558251402,177.252791483484,0.000721218264570228,1,
9042 - 9387,193.100365469906,176.981925518242,0.000720116146630375,1,
9042 - 9387,80.0604927898971,176.786458798349,0.000719320818289858,1,
9042 - 9387,127.061493113111,167.725928943417,0.000682454715570849,1,
9042 - 9387,490.111494355281,160.114007498705,0.000651482809693073,1,
9042 - 9387,116.06412335722,159.428278990753,0.000648692670703821,1,
9042 - 9387,401.038372751328,154.887231951053,0.000630215748349629,1,
9042 - 9387,130.075687821919,151.269485130419,0.000615495612989304,1,
9042 - 9387,99.06590924617,148.173590019445,0.000602898823508355,1,
9042 - 9387,135.062818594603,145.941187087124,0.00059381546998148,1,
9042 - 9387,356.058476807774,138.17219262664,0.000562204454688849,1,
9042 - 9387,85.1027779708497,135.402325949552,0.000550934231967835,1,
9042 - 9387,99.0670870115726,124.655558262936,0.000507207049587167,1,
9042 - 9387,118.040948006214,123.472515348575,0.000502393403773938,1,
9042 - 9387,145.097591747162,122.252155557845,0.000497427920505351,1,
9042 - 9387,50.0144721481661,121.434994592284,0.000494103000155585,1,
9042 - 9387,98.0579994485142,121.154763279204,0.000492962775848783,1,
9042 - 9387,402.052946582722,119.14358988296,0.000484779576168547,1,
9042 - 9387,84.0042915470282,115.657130224668,0.000470593630981433,1,
9042 - 9387,156.0798985203,115.616450121098,0.000470428108997527,1,
9042 - 9387,54.0166706622,114.194904211918,0.000464644025908935,1,
9042 - 9387,155.087629450582,111.094660852709,0.000452029543978573,1,
9042 - 9387,68.0631250625622,110.366853891582,0.000449068193305035,1,
9042 - 9387,94.0668568441712,107.500706627417,0.00043740621755524,1,
9042 - 9387,144.067941230683,106.581847083891,0.000433667499085314,1,
9042 - 9387,144.079605098484,103.340630199261,0.000420479414446057,1,
9042 - 9387,417.104528436335,99.3430969427228,0.000404213978095449,1,
9042 - 9387,104.055996166361,99.1784021200621,0.00040354385655215,1,
9042 - 9387,202.075892094174,98.0598396020987,0.000398992572979874,1,
9042 - 9387,284.998997571677,95.7094165467346,0.000389429011115442,1,
9042 - 9387,84.0188799047325,94.8867518177887,0.000386081696677301,1,
9042 - 9387,86.0370266224371,94.7662918704675,0.000385591561016079,1,
9042 - 9387,86.0498067216099,93.373890570067,0.000379926063502299,1,
9042 - 9387,90.0446114214296,93.1253156471341,0.000378914644877899,1,
9042 - 9387,70.0764455092754,92.8420707830543,0.00037776215882896,1,
9042 - 9387,85.0664492834637,90.5212080218812,0.000368318873908537,1,
9042 - 9387,259.241157759664,89.8272686541821,0.000365495326012337,1,
9042 - 9387,104.03670712889,88.3634829247628,0.000359539374658121,1,
9042 - 9387,107.070775062021,83.0422465280788,0.000337887964560346,1,
9042 - 9387,80.0510433717895,81.1065704095889,0.000330011953360391,1,
9042 - 9387,158.071490401832,80.4962918194766,0.000327528810150168,1,
9042 - 9387,168.079957977957,77.725181359658,0.000316253526641028,1,
9042 - 9387,430.072062622449,77.2725856789049,0.000314411974422342,1,
9042 - 9387,72.0581498167371,75.0708446395098,0.000305453380099648,1,
9042 - 9387,207.023440284091,74.4014840480314,0.000302729840006895,1,
9042 - 9387,149.024845828903,73.5025175059765,0.000299072063540068,1,
9042 - 9387,110.059370830849,72.3295913293548,0.000294299581400339,1,
9042 - 9387,283.016989540181,72.3080093494138,0.00029421176716628,1,
9042 - 9387,84.0587415626979,71.4006621905101,0.000290519891073213,1,
9042 - 9387,83.9967246382686,70.0196195216424,0.000284900610335222,1,
9042 - 9387,52.0315214916367,69.7528323249206,0.000283815088367309,1,
9042 - 9387,79.0400938321876,69.4357516266037,0.000282524928764998,1,
9042 - 9387,140.048659165031,68.9852070214012,0.000280691722102603,1,
9042 - 9387,179.088545305329,68.0310186278296,0.000276809255194606,1,
9042 - 9387,155.08284683577,67.9993239317039,0.000276680293650223,1,
9042 - 9387,133.076125939832,67.8612751202347,0.000276118591217215,1,
9042 - 9387,92.0478119454984,67.3974004003684,0.000274231146073813,1,
9042 - 9387,94.0630070798196,64.5657946581751,0.000262709715227845,1,
9042 - 9387,83.0506477474156,63.9927702510137,0.000260378154381719,1,
9042 - 9387,111.114252997586,63.0244758561133,0.000256438292012058,1,
9042 - 9387,461.088230732919,62.0283298325306,0.000252385105033314,1,
9042 - 9387,173.081376635297,58.4708941647511,0.000237910367811051,1,
9042 - 9387,68.0582094520398,58.3478876717766,0.000237409870590942,1,
9042 - 9387,123.113863609471,57.702857533236,0.000234785327906902,1,
9042 - 9387,46.0286749502573,57.1129481917127,0.000232385064486583,1,
9042 - 9387,145.075976442137,56.497329360438,0.000229880192538374,1,
9042 - 9387,341.079183690555,56.3656443426427,0.000229344383543721,1,
9042 - 9387,120.080995900347,55.7377783721748,0.000226789679599068,1,
9042 - 9387,108.090982643236,55.5285274960258,0.000225938265342103,1,
9042 - 9387,78.0406741061974,55.3454309473194,0.000225193269599008,1,
9042 - 9387,203.178366111196,54.1770853366461,0.000220439425178868,1,
9042 - 9387,96.0951907547043,54.1192502185571,0.000220204101700178,1,
9042 - 9387,156.056404417671,52.6529697045208,0.000214237999395917,1,
9042 - 9387,208.124301381589,52.5210352760421,0.00021370117558204,1,
9042 - 9387,94.079455525475,51.9019753630231,0.0002111823023254,1,
9042 - 9387,184.073853318671,51.8950312309603,0.00021115404756657,1,
9042 - 9387,84.0003325633519,51.8534945142077,0.000210985040136438,1,
9042 - 9387,130.07995866453,51.29327803651,0.000208705593068512,1,
9042 - 9387,94.0390104482284,49.5299592677668,0.000201530881225423,1,
9042 - 9387,135.042983588144,49.3343807187547,0.000200735097866949,1,
9042 - 9387,84.0570697549598,47.3621183323268,0.000192710221961121,1,
9042 - 9387,387.075505743679,46.8613655215932,0.000190672724722779,1,
9042 - 9387,96.0019607129043,46.6315771947672,0.000189737746283766,1,
9042 - 9387,67.0427610213867,46.6210904478204,0.000189695077091531,1,
9042 - 9387,84.0891948843615,46.4531089975559,0.000189011582693357,1,
9042 - 9387,180.080675549938,45.8661685154146,0.000186623399170868,1,
9042 - 9387,92.025432693876,45.7347950113454,0.00018608885768454,1,
9042 - 9387,55.0187185501342,45.5996750458435,0.000185539072340048,1,
9042 - 9387,475.064125838738,45.287520948065,0.0001842689584265,1,
9042 - 9387,277.093412049157,45.2231606101596,0.000184007084687741,1,
9042 - 9387,84.083473170797,41.8303112606441,0.000170202027518676,1,
9042 - 9387,79.0511151385774,41.6432174489488,0.000169440767438915,1,
9042 - 9387,84.0172791774155,41.5319781007045,0.000168988149180995,1,
9042 - 9387,225.063808797759,41.4944973230195,0.000168835644832767,1,
9042 - 9387,228.388764943035,41.4923633733229,0.00016882696207249,1,
9042 - 9387,82.0666678586265,41.107582845893,0.000167261340781503,1,
9042 - 9387,121.028372433388,40.7312450476368,0.000165730071843627,1,
9042 - 9387,137.615314364599,40.7028504677928,0.000165614538037773,1,
9042 - 9387,357.055052021869,40.568952312642,0.000165069724078688,1,
9042 - 9387,412.501013373927,40.4069827949198,0.000164410691442264,1,
9042 - 9387,333.182696812488,40.3488639931817,0.000164174213692167,1,
9042 - 9387,85.0994472091287,40.2477617983814,0.00016376284217656,1,
9042 - 9387,196.124480955275,39.9820173127198,0.000162681562862627,1,
9042 - 9387,75.4065690753603,37.4398293249323,0.000152337734743372,1,
9042 - 9387,205.100128762581,37.4368835002905,0.000152325748570865,1,
9042 - 9387,217.10242453495,37.240085531758,0.000151525003554959,1,
9042 - 9387,202.169482311024,37.0322826921703,0.000150679481168057,1,
9042 - 9387,192.186816073244,36.9680896967875,0.000150418288323983,1,
9042 - 9387,494.750494884539,36.8455507515526,0.000149919693494052,1,
9042 - 9387,55.0163781661493,36.8077319534118,0.000149765813785106,1,
9042 - 9387,215.085649598186,36.5494288108542,0.000148714812316248,1,
9042 - 9387,128.277793862563,36.3989456847043,0.000148102516294388,1,
9042 - 9387,141.057601203567,36.2965327188934,0.000147685811424166,1,
9042 - 9387,126.049037201611,36.2731770187172,0.000147590780156065,1,
9042 - 9387,192.093016006402,36.1886454798152,0.000147246832456974,1,
9042 - 9387,345.036488099208,36.0096703930586,0.000146518606399761,1,
9042 - 9387,260.249974409212,35.9664296757577,0.000146342665615814,1,
9042 - 9387,203.084344253605,35.7627081882088,0.000145513749712848,1,
9042 - 9387,84.0154281476836,35.622101047537,0.000144941637775243,1,
9042 - 9387,209.310122095987,35.548455079037,0.000144641982028501,1,
9042 - 9387,395.079500617667,35.5446503895818,0.000144626501248181,1,
9042 - 9387,239.795920694126,35.4820342552271,0.00014437172444396,1,
9042 - 9387,490.459798255624,35.40472757575,0.000144057173746362,1,
9042 - 9387,108.012489780542,35.3290701768863,0.000143749333754373,1,
9042 - 9387,161.127475367704,35.3034601816078,0.00014364513005639,1,
9042 - 9387,470.310118829777,35.2582228886401,0.000143461065469001,1,
9042 - 9387,470.642159712651,35.162537334636,0.000143071733551429,1,
9042 - 9387,70.7063115496448,35.1252567046433,0.000142920043577802,1,
9042 - 9387,151.789561925764,35.1139598852054,0.000142874078307286,1,
9042 - 9387,488.383411113843,34.9417598679373,0.000142173419115554,1,
9042 - 9387,147.833849149304,34.9264987378257,0.000142111323587002,1,
9042 - 9387,159.11226359492,34.1057920706837,0.000138771976244467,1,
9042 - 9387,210.253034889092,33.9535267831951,0.000138152428842828,1,
9042 - 9387,465.71159807924,33.6918826661826,0.000137087833388915,1,
9042 - 9387,242.545138633417,33.1613807615973,0.00013492929100561,1,
9042 - 9387,427.302656977395,33.056352095202,0.000134501943194194,1,
9042 - 9387,168.092646992837,33.0298228572663,0.000134393999218902,1,
9042 - 9387,466.383417374901,33.0260504776745,0.000134378649903161,1,
9042 - 9387,65.1167692107609,32.906782021798,0.000133893362263709,1,
9042 - 9387,142.073649556578,32.834305832927,0.000133598466196219,1,
9042 - 9387,405.065753427693,32.5473091107936,0.000132430714330976,1,
9042 - 9387,383.540388783551,32.540213020177,0.000132401841272803,1,
9042 - 9387,457.329391259908,32.4971332836803,0.000132226555498547,1,
9042 - 9387,348.712164387426,32.3463968384117,0.000131613228754554,1,
9042 - 9387,437.482554315888,32.2190395085336,0.000131095028552085,1,
9042 - 9387,167.073102776956,32.1808914769239,0.000130939809235515,1,
9042 - 9387,232.449784293536,31.7656817807087,0.000129250375664224,1,
9042 - 9387,54.0456615147294,31.6574991902988,0.000128810194951362,1,
9042 - 9387,311.387275419106,31.5283875729192,0.000128284856784086,1,
9042 - 9387,203.354339612461,31.4057342035669,0.000127785796377491,1,
9042 - 9387,146.590938481202,31.1513212106865,0.000126750623415341,1,
9042 - 9387,73.0297914726979,31.0990859114045,0.000126538084861887,1,
9042 - 9387,182.106431094267,31.067258340673,0.000126408582668233,1,
9042 - 9387,155.018987375875,31.0200790124139,0.000126216616195007,1,
9042 - 9387,416.400987932886,30.9920413005565,0.000126102534437991,1,
9042 - 9387,194.095429319493,30.9794403903869,0.000126051262994036,1,
9042 - 9387,404.073241168162,30.8883045995172,0.000125680443463459,1,
9042 - 9387,493.6247149027,30.5909809959161,0.000124470672877562,1,
9042 - 9387,172.283257986978,30.522947527176,0.000124193853653183,1,
9042 - 9387,160.124975629287,30.506091626297,0.000124125269212408,1,
9042 - 9387,63.525266391042,30.3601742681214,0.000123531550699129,1,
9042 - 9387,425.200814890723,30.1392912437872,0.000122632806763137,1,
9042 - 9387,354.58175377294,29.8522205003124,0.000121464753714805,1,
9042 - 9387,385.020662080809,29.4663184721846,0.000119894569185178,1,
9042 - 9387,165.465093289794,29.4297426379646,0.00011974574693273,1,
9042 - 9387,153.056505051199,29.4138353608714,0.000119681022317207,1,
9042 - 9387,250.120305258398,29.3966779275752,0.000119611210980737,1,
9042 - 9387,256.205647027222,29.3544890025287,0.000119439549800953,1,
9042 - 9387,181.257283954176,29.0635719318577,0.000118255846553816,1,
9042 - 9387,148.124940614183,28.2405064258765,0.0001149069014067,1,
9042 - 9387,217.036565060952,27.7256339533622,0.000112811953124114,1,
9042 - 9387,97.0987264284939,27.3877022087741,0.000111436953360583,1,
9042 - 9387,67.0520426894702,27.345389616323,0.000111264788994417,1,
9042 - 9387,263.501951628924,27.223953860958,0.000110770682898777,1,
9042 - 9387,58.0422625981601,27.1510269231934,0.000110473952793401,1,
9042 - 9387,390.551594435645,27.1277470238904,0.000110379229949072,1,
9042 - 9387,108.093114275673,26.7682272219759,0.0001089163912234,1,
9042 - 9387,159.081304994211,26.5539187375024,0.000108044398224243,1,
9042 - 9387,144.05519175414,26.4409569178763,0.000107584771457118,1,
9042 - 9387,496.305619402144,25.8356605878868,0.000105121900407178,1,
9042 - 9387,477.135615624143,25.8301156621964,0.000105099338834804,1,
9042 - 9387,488.260051618837,25.6303452888165,0.000104286499495035,1,
9042 - 9387,198.089937752888,25.6024975411781,0.000104173190677409,1,
9042 - 9387,87.3097555963109,25.512240629936,0.000103805947192289,1,
9042 - 9387,225.951090373021,25.3766246655855,0.000103254143693804,1,
9042 - 9387,79.0481155049443,25.3014143435436,0.000102948122798523,1,
9042 - 9387,323.492877532116,25.2459229660385,0.000102722335691602,1,
9042 - 9387,191.141488863156,25.2261470700788,0.000102641870175403,1,
9042 - 9387,475.129346094701,25.1306386720951,0.000102253259082346,1,
9042 - 9387,494.371588319198,25.0972935427825,0.000102117582142687,1,
9042 - 9387,132.079622813262,25.0780411743345,0.000102039246790985,1,
9042 - 9387,495.462352781937,25.0519942115229,0.000101933265129658,1,
9042 - 9387,155.0563914156,24.7809820413134,0.000100830552301047,1,
9042 - 9387,439.686214534061,24.5935479871014,0.000100067907819294,1,
9042 - 9387,315.236355414088,24.5549773872921,9.99109691283709E-05,1,
9042 - 9387,151.019156630689,24.5081345133508,9.97203716434532E-05,1,
9042 - 9387,336.579723810153,24.5072827056799,9.97169057502222E-05,1,
9042 - 9387,45.0342754852383,24.4621477702814,9.95332576423015E-05,1,
9042 - 9387,86.7191124771135,24.3039993345172,9.88897724851328E-05,1,
9042 - 9387,344.811985110137,24.2007623308215,9.84697147132823E-05,1,
9042 - 9387,97.0281644874788,24.1992647235287,9.84636211464409E-05,1,
9042 - 9387,151.872864715774,24.1990049345,9.84625640990969E-05,1,
9042 - 9387,71.6651780100504,24.1645826918313,9.83225045270453E-05,1,
9042 - 9387,83.9910739704081,24.1112799964681,9.81056228795123E-05,1,
9042 - 9387,114.034226461533,24.0689235762478,9.79332801839248E-05,1,
9042 - 9387,486.067043439898,24.0492231268442,9.78531216498266E-05,1,
9042 - 9387,266.693643632833,24.0265579841586,9.77609001692105E-05,1,
9042 - 9387,113.391345744834,24.0244402161422,9.77522832500594E-05,1,
9042 - 9387,149.129272057742,23.9913315101733,9.7617568285848E-05,1,
9042 - 9387,99.32831672441,23.9354800622136,9.73903160996675E-05,1,
9042 - 9387,84.087626873628,23.8600577028073,9.70834324522759E-05,1,
9042 - 9387,369.119727512407,23.8538222970329,9.70580614073748E-05,1,
9042 - 9387,117.939730990065,23.7666517700798,9.67033760134548E-05,1,
9042 - 9387,492.085998352087,23.7312608346853,9.65593749582773E-05,1,
9042 - 9387,72.1322663487071,23.6085589786113,9.60601172655967E-05,1,
9042 - 9387,350.626604469821,23.605908628502,9.604933334005E-05,1,
